artist,title
Devin The Dude,Devin The Dude Bust One 4 Ya'll / 4 o'clock in The morning
Devin The Dude,Devin The Dude Bust one 4 ya'll III / Show 'em
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Lacville '79
Devin The Dude,Devin The Dude Bust One 4 Ya'll / Anything
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Pussy
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Don't fake
Devin The Dude,Choosey
Devin The Dude,Devin The Dude Bust one 4 ya'll III / Doobie ashtray
Devin The Dude,Like Some Hoes
Devin The Dude,Treatin' Me Cold
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Where can we go
Devin The Dude,Devin The Dude Bust one 4 ya'll III / Who's that man moma
Devin The Dude,Devin The Dude Bust One 4 Ya'll / Some of 'em
Devin The Dude,Devin The Dude Bust one 4 ya'll III / Whatever
Devin The Dude,Devin The Dude Bust one 4 ya'll III / The day after hell
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Back up plan
Devin The Dude,Like some hoes
Devin The Dude,Devin The Dude Bust One 4 Ya'll / Boo Boo'n
Devin The Dude,Devin The Dude Bust One 4 Ya'll / to The X-treme
Devin The Dude,Smoke One 4 Your Brothaz
Devin The Dude,Blackeye Peas
Devin The Dude,Yo Ho
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / I'm gone
Devin The Dude,Devin The Dude Bust One 4 Ya'll / In and out
Devin The Dude,Devin The Dude Bust one 4 ya'll III / Ya boy
Devin The Dude,Devin The Dude Bust One 4 Ya'll / Strange
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / One day at
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Bust one 4 ya
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / When we ride
Devin The Dude,Find Somethin
Devin The Dude,Give It And Go
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Kooter brown
Devin The Dude,Beautiful Crazy
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Greater later
Devin The Dude,Devin The Dude Bust one 4 ya'll III / Only your mother
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Sumthin like a pimp
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Black eyed peas
Devin The Dude,Devin The Dude Bust One 4 Ya'll / Come on and cum
Devin The Dude,Devin The Dude Bust one 4 ya'll III / like a sweet
Devin The Dude,Anything
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Everytime
Devin The Dude,Devin The Dude Bust One 4 Ya'll II / Hey shawty
Devin The Dude,Devin The Dude Bust one 4 ya'll III / F O M H
Devin The Dude,OGB
Devin The Dude,Want a Job
Devin The Dude,Living
Devin The Dude,Treatin' Me Cold
Devin The Dude,Bank Robbery
Luke Christopher,Puzzle In My Mind
Luke Christopher,Rhyme Like Me
Larry Lovestein and The Velvet Revival,Rainclouds
Joey Bada$$,Satellite
Cam Meekins,I Promise
Logic,Aye Girl
Logic,Tic Tac Toe
Logic,Dead Presidents III
Logic,No Biggie
Logic,500 Days Of Summer
Logic,Dear God
Logic,All Sinatra Everything
Logic,Used To Hate It
Logic,ThirstMail
Logic,Life Of a Don
Logic,We Get High
Logic,Inception
Logic,Do Ya Like
Gentleman's Vibe,Bravo
Gentleman's Vibe,Fist Fights
Gentleman's Vibe,Gold Roses
Gentleman's Vibe,Apartments
Gentleman's Vibe,Brass Knuckles and White Tees
Gentleman's Vibe,The Pioneers
Logic,Set The Tone
Logic,World Wide
MGMT,Come On Christmas
Infadels,We Get Along
Slovak Radio Symphony Orchestra,Maid with The Flaxen Hair
Schoolboy Q,Paper Birds
Smoke Dza and Action Bronson,Done Started Something
Smoke Dza and Action Bronson,Hollywood Smoke Hogan
Smoke Dza and Action Bronson,Interview
Smoke Dza and Action Bronson,Black Hero Overture
Smoke Dza and Action Bronson,Interview
Smoke Dza and Action Bronson,Out There
Smoke Dza and Action Bronson,Hands On The Wheel
Smoke Dza and Action Bronson,Mirrors
Smoke Dza and Action Bronson,Mars
Smoke Dza and Action Bronson,Bird On a Wire
Smoke Dza and Action Bronson,Interview
Luke Christopher,Waiting Game LC Remix w/Banks
Luke Christopher,Lets Have a Party
Luke Christopher,Intro
OnCue,Roleplay
OnCue,So Much Love
Milo,For The Unheard ProBoard Warriors!
Luke Christopher,Love High
Jon Waltz,I'm Your Dog
Jon Waltz,Villain
Jon Waltz,Video Girl
Jon Waltz,On Everything
Jon Waltz,Alyss
Paul Wall,1234
Clipping,mouth
The Prodigy,Pheonix
The Early November,Make Believe
The Blue Van,f Control
Trae Tha Truth,No Lie
Kid Cudi,Excuse My Mood
Chiddy Bang,Meet Mike Hoffman skit
Chiddy Bang,Voicemail skit
Chiddy Bang,Welcome To Major Label Inc skit
Chiddy Bang,Awesome skit
Randy Kemp,Artificial Red
Randy Kemp,Trail Of Tears
Randy Kemp,Chicken Son
Randy Kemp,4-44
Macklemore,The Club
Chiddy Bang,Never
Randy Kemp,Kelle Rose
Randy Kemp,Tzo-Ya-Ha
Chiddy Bang,Decline
Wu-Tang Clan,Wake Up
Chiddy Bang,Get Up In The Morning
Chiddy Bang,Slow Down
My Brightest Diamond,Dreams Don't Look Like
Randy Kemp,Rez Dog
Randy Kemp,Red Cedarwood
Pretty Lights,Finally Moving James Brown Remix
Randy Kemp,Indian School Road
Wiz Khalifa,Weak
Timbaland,The Party Anthem
Billie Holiday,Everything is Good
Chiddy Bang,Call Skit
Randy Kemp,Improvisation I
Chiddy Bang,Now U Know
The Blue Van,e Down and Die
CJ Trillo,2012
Cake,Subtract One Love
KDrew,Midnight
Quand' Amor,Florentinus
Yelawolf,Rough
Michael Frye and Kathryn Scott,Jesus Be The Centre
Wale,Street Runner
Wale,Fa We We Freestyle
Wale,Skool Daze
Wale,Ji-Dope
Dylan Owen,Keep Your Friends Close
Wale,Never Never Freestyle
Wale,H20
G-Eazy,Achievement
Gentleman's Vibe,Man x Woman
Gentleman's Vibe,Break From Vancouver
Gentleman's Vibe,Big Spender
Gentleman's Vibe,Cuffing Season
Gentleman's Vibe,Good Girls
Gentleman's Vibe,Paint
Gentleman's Vibe,The Motion Prod. Azel North
Compilation,The Best of Epic Music 2012
Ivan B,Rough Road
Skizzy Mars,Way I Live
Pretty Lights,Reel 11 Break 2
Morrowind,Attila The Man
Morrowind,N'Kara's Theme
Morrowind,Wedding Day
Morrowind,Young Attila
Morrowind,The Legend
Stalley,3:30pm
Morrowind,Attila The King
Morrowind,Ildico's Theme
Morrowind,Battle
Collective Soul,Breathe
Secret Weapon,Skinny Love
North Star Artists,Fields Of Blue
Tape Five,Bossa For a Coup Reloaded
Drake,Get It Shawty
Drake,B!#Ch Is Crazy
Mr. Lif,My Number One
Blue Scholars,The Long March
Mr. Lif,Take Hold Fire!
Hopsin,Get Silly
Inspectah Deck 7L and Esoteric,Poisonous Thoughts
Odd Future,Hi
Hopsin,Ramble
Drake,Love and Gunz
Blue Scholars,Commencement Day
Odd Future,Rello
Blue Scholars,Bruise Brothers
Mr. Lif,I Beat Ak in FIFA '98
Hopsin,Hyped on The Mic
Drake,Doing His Thing
Drake,Mambo
Mr. Lif,Requiem For a Neo Con
Blue Scholars,Burnt Offering
Blue Scholars,SelfPortrait
Hopsin,Rise Until You Fall
CyHi The Prynce,A-Town
Mr. Lif,Elektro / Cro-Magnon
Havoc,Keep on Talking
Blue Scholars,Blink
Mr. Lif,Dreadfro
Asher Roth,Throw Water On Em
Havoc,Computer Crash
Mr. Lif,The Come Up
Chucky Slick,Middle of The Night
Lisa Thiel,Scottish Highlands Song
Hopsin,Blow a Cloud
Hopsin,Hopsin Calls Strange Music
Blue Scholars,Sagaba
Mr. Lif,Insight Intro / Triangular Warfare
Drake,Spread My Wings
Drake,Do What U Do
Asher Roth,Golden Midas Prod. Blended Babies
Busta Rhymes,Crazy
Blue Scholars,Cornerstone
Blue Scholars,Blue School
Mr. Lif,Stop The Record
Hopsin,Keep It Rugged
Drake,Pop Rose
Inspectah Deck 7L and Esoteric,Cement 3's
Drake,The New Shit
Havoc,You Know My Name
Asher Roth,The Reading
Sweet Petey,The Boomerang Nunchucks
Asher Roth,Song Cry Freestyle
Inspectah Deck 7L and Esoteric,Let It Off
Hopsin,Who Can It Be
Blue Scholars,Motion and Movement
Drake,Get Low
Drake,Drake and Trey Songz
Mr. Lif,Long Distance
Blue Scholars,Evening Chai
Mr. Lif,Ultra Mega
Chucky Slick,I Play Hockey
Kid Cudi,Girls Sounds and Colors
Inspectah Deck 7L and Esoteric,Hazmat Rap
Blue Scholars,Talk Story
Sweet Petey,GotDamnMurdah!
Chucky Slick,Music Takes Me Higher
Hopsin,Low-Dough
Havoc,Handle My Handle
Sweet Petey,Petey's Wingz
The Jet Age Of Tomorrow,A Happy Ending
Asher Roth,In My Mind
Drake,Where Were You
Chucky Slick,Middle Finger
Inspectah Deck 7L and Esoteric,Czarface
Sweet Petey,Beast of Burden
Blue Scholars,The Inkwell
Wink Loc,Give Em Hell
Mr. Lif,Get This Paper
Mr. Lif,The Fringes
Asher Roth,Insurance Prod. Blended Babies
Chucky Slick,Motivated
Mr. Lif,Brothaz
Blue Scholars,Proletariat Blues
Hopsin,Don't Tell Smokey Doe!
Mr. Lif,Retrospect / Outro
Havoc,What's That Smell?
Mr. Lif,Murs Iz My Manager
Chucky Slick,Limited Trust
Sweet Petey,My 3rd Cuzzin
Havoc,Call from Cousin Ferb
Asher Roth,Ampersand Prod. Blended Babies
Blue Scholars,Sagaba Remix
Havoc,Letter to P
Chucky Slick,San Diego Summers
Blue Scholars,Wounded Eyes
Hopsin,Industry Payback
Mr. Lif,For You
Asher Roth,Not Meant 2 Be Prod. Blended Babies
Bone Thugs-N-Harmony,Still The Greatest
Blue Scholars,Southside Revival
Asher Roth,Silly Boy
Mr. Lif,Brothaz
Mr. Lif,Lookin' In
Asher Roth,Get By Prod. Blended Babies
Chucky Slick,Caught Up In The Moment
Chucky Slick,Intro
Mr. Lif,The Nothing
Inspectah Deck 7L and Esoteric,Air 'Em Out
Sweet Petey,Halfway Dead
Hopsin,Ripper
Hopsin,Too Far Gone
Bone Thugs-N-Harmony,Carole of The Bones
Inspectah Deck 7L and Esoteric,Rock Beast
Smoke Dza and Action Bronson,Simple Man
Drake,Bedrock Pt. 2
Inspectah Deck 7L and Esoteric,Word War 4
Mr. Lif,Washitup!
Chucky Slick,My Current Situation
Blue Scholars,Freewheelin
Mr. Lif,The Fries
Blue Scholars,La Botella
Mr. Lif,Graphic
Hopsin,We Don't
Hopsin,Novi Novak Diss
Sweet Petey,Wide Awoke
Sweet Petey,My Convo
Drake,Grammy Intro
Chucky Slick,Take a Break
Odd Future,Hcad
Inspectah Deck 7L and Esoteric,Marvel Team-Up
Blue Scholars,Solstice intro
Asher Roth,Running Away Prod. Blended Babies
Hopsin,My Christmas
Hopsin,Wanna Know
Daz Dillinger,On Some Real Shit
Sister Kat,Ce Sa En Te Vle
Tito Lopez,They Told Me
Luca Mundaca,Minha Flor
Mr. Lif,Sneak Preview
Solid Harmonie,Give Love On Christmas Day
Mr. Lif,Settle The Score
Mr. Lif,Because They Made It That Way
Busta Rhymes,Throw It Up
10 Years,Fallaway
Mr. Lif,Elektro
Yellowcard,Possesions
Yellowcard,Get Off The Couch
Yellowcard,2 Quarts
Tarralyn Ramsey,Sanctuary Of Praise
Jason Hayes,Temple
Mr. Lif,Inhuman Capabilities
10 Years,Scream At The Walls
Yellowcard,Millennium Changed
Garry Schyman,Step Into My Gardens
Hoodie Allen,Back To The 50's
Lil Jon,Throw it Up Pt. 2
The Fratellis,The Pimp
Black Veil Brides,The Gunsling
Lil Wayne,Make Her Say
Kid Cudi,Get It In
Yellowcard,Goodbye
Kid Cudi,Follow Me
Hoodie Allen,Gotta Be
Woodie Doodie,Mr. Jeff
Mr. Lif,Night Train Radio Freestyle
Mr. Lif,Triangular Warfare
Laima,What's Forever
Mr. Lif,Home Of The Brave
Yellowcard,Someday
Lil Wayne,Fix My Hat
The Housekeeping Society,Seaside Mystery Man
Lil Wayne,Wetter
Caddish,Dizzy
Garry Schyman,Empty Houses
Garry Schyman,Dancers on a String
The Fratellis,Nobody's Favorite
Kid Cudi,Follow Me
Mr. Lif,Target Gristle
The Libertines,Pay The Lay
Mr. Lif,Farmhand
Watsky,*
Lil Wayne,Phase
Garry Schyman,Welcome to Rapture
Hoodie Allen,Long Island Iced Tea
Yellowcard,Me First
All We Are,Cardhouse
Hoodie Allen,Immaculate
Yellowcard,Interlewd
10 Years,What The Fuck
Mr. Lif,Day Of Power
Lil Wayne,Pussy Niggaz
Nathan Tasker,Divine Relationship
3 Speed,What Can I Do
Wolfgang Amadeus Mozart,Overture to The Magic Flute KV 620
Harry Gregson-Williams,Saldin
Thomas Dolby,She Blinded Me With Science
Jimmy Haslip,Los Feliz
10 Years,When Will You Breathe
Mr. Lif,The Nothing
Mr. Lif,Rapperfection
Yellowcard,Radio Song Girl
Hoodie Allen,Magic
Catnaps,Johnny
Yellowcard,For The Longest Time
Steel Dragon,Reckless
Hawthorne Heights,Breathing In Sequence
G-Eazy,Rappin A$$ Rappers
Ivan B,Starlights
Smash Mouth,Hang On
Dinamedion,Ripe Tide
Lil Wayne,This Is Why I'm Hot Remix
Lil Wayne,Hello Money
Lil Wayne,Syrup Sippin' Animal
Hi-Heel Sneakers,The Blue Mitchell Quintet
Loud Jazz Band,4ever2U
George Michael,Freek!
Phil Joel,Ordinary Day
Yellowcard,Fix You
Phil Joel,Time Alone
Masta Ace,The Path Kat Ride
Grizzly Bear,Hold Still
Bernard Oattes,When I Go To Sleep
Sky Rizzo,Unwritten
G-Eazy,Jack Skellington
Ivan B,Lights On Me
Lil Wayne,No Lie
Lil Wayne,Not Love
Lil Wayne,Marvin's Room
Clipping,Forever
Havoc,Sex Tape
Ivan B,Chasing Us
Lil Wayne,Grove St. Party
Lil Wayne,Sure Thing
Diggy Simmons,No Gravity
Lil Wayne,Tunechi's Back
Lil Wayne,IDK
Lil Wayne,Throwed Off
Havoc,24k Rap F. Raekwon
The Blue Van,The Bluverture
Lil Wayne,Hands Up
Smoosh,This Modern Love
2Win,Come With Me
In-Grid,Va Au Diable
Pendulum,Axle Grinder
Drake,Material Girl
Drake,Scriptures
Odd Future,P
Lil Wayne,Loving You No More
XXYYXX,Intro
XXYYXX,Drug Life
Watsky,Energy
XXYYXX,Letter 23
Mr. Lif,Troubleshooting
Watsky,Kidnap Your Boyfriend
XXYYXX,Life on Repeat
Watsky,There And Back Again
XXYYXX,Mango
Watsky,Ten Fingers
XXYYXX,Rad Racer
In-Grid,Souvenir D'ete
XXYYXX,Michelle
Watsky,Amazing Grace
Joey Bada$$,Resurrection Of Real
XXYYXX,Intermission
Yellowcard,Data
Watsky,4AM Monday
Watsky,Pauly Shore Saw My Penis
Watsky,Show Goes On
XXYYXX,Stupid Computer
Lil B,Ridin' 4 My N****z
Kinesthesia,Triachus
Caustic Window,Italic Eyeball
Caustic Window,Astroblaster
Caustic Window,Humonoid Must Not Escape
Caustic Window,Fantasia
Caustic Window,Joyrex J5
Caustic Window,On The Romance Tip
Caustic Window,The Garden Of Linmiri
Caustic Window,We Are The Music Makers
Caustic Window,Clayhill Dub
Caustic Window,Joyrex J4
The Tuss,GX1 Solo
The Tuss,Alspacka
The Tuss,Fredugolon 6
Richard David James,Logon Rock Witch
Richard David James,Fingerbib
Bradley Strider,Bradley's Beat Part 2
Bradley Strider,Bradley's Beat Part 1
Power-Pill,Pac-Man
Power-Pill,Pac-Man
Power-Pill,Pac-Man
Power-Pill,Pac-Man
Power-Pill,Pac-Man
Dälek,The Untravelled Road
Ivan B,Running Crazy
Ivan B,Bruce Lee
Ivan B,Empty Passenger Seat
Ivan B,The Miles Between
Ivan B,Start Again
Ivan B,Finding Better Places
Ivan B,Now You Know
Ivan B,Make It Ourselves
Ivan B,Do You Remember
Ivan B,Happy Feels
Deven Coleman,Love and Hate
Deven Coleman,The Man
Deven Coleman,Changes
Deven Coleman,Bonus: Talk of The Town
Deven Coleman,Silence
Deven Coleman,Up Down
Deven Coleman,Bonus: Move In Day
Deven Coleman,Breakfast
Deven Coleman,Crazy
Deven Coleman,Final Thoughts
Deven Coleman,Happy
Deven Coleman,Free
Deven Coleman,Worst Enemy
Ivan B,Maybe Tonight
Alex Jordahl,All I Ask Is Love
Alex Jordahl,Go Away
Alex Jordahl,Low
Alex Jordahl,Lie to You
Alex Jordahl,Forever Yours
C Dot Castro,Coast To Coast
C Dot Castro,Revenge
C Dot Castro,The Blueprint
C Dot Castro,Forget About It
C Dot Castro,Angel
C Dot Castro,All Right
C Dot Castro,Take It Out
C Dot Castro,Fuck About You
Gentleman's Vibe,What a Night
Marc Goone,Drug Dealer Boy
C Dot Castro,Kilo
C Dot Castro,Royal
C Dot Castro,Are We There Yet
Fred V and Grafix,Liquid Drum and Bass Mix
Aphex Twin,Words
Aphex Twin,Phlangephace
Aphex Twin,The Beauty of Being Numb Section B
Aphex Twin,fenixfunk 5
Aphex Twin,Phillip Boa and The Voodoo Club
Aphex Twin,Wagon Christ
Aphex Twin,DMX Krew
Aphex Twin,Nine Inch Nails
Aphex Twin,Baby Ford
Aphex Twin,Cock10
Aphex Twin,Run The Place Red
Aphex Twin,Midievilrave 1
Aphex Twin,
Aphex Twin,Box Energy
Aphex Twin,Midievilrave 2
Aphex Twin,boxingday
Aphex Twin,Entrance To Exit
Aphex Twin,AFX2
In-Grid,You Promised Me
Deven Coleman,The Truth
Action Bronson,Drug Shit
Action Bronson,Heel Toe
Action Bronson,Home Team
Action Bronson,Yatch Music
Action Bronson,Man Down
Action Bronson,Wizardy
Action Bronson,Water Sports
Action Bronson,1010 Wins
Skrillex,Live at Rockness Festival
Action Bronson,Sylvester Lundgren
Action Bronson,Bitch I Deserve You
Action Bronson,Modern Day Revelations
Action Bronson,Blood Of The Goat
Action Bronson,Gateway To Wizardry
The Correspondents,Rose And Jane
Childish Gambino,I'm a Winner
Wiz Khalifa,Lay 'Em Down
Wiz Khalifa,Heart and Soul
In-Grid,I'm Folle De Toi
Childish Gambino,Red Alert
Gentleman's Vibe,Girls Love The Power
Chuck Inglish,Dangerous
Aphex Twin,Intro Words
Dj kaushal,Dreamscape
Jon Waltz,College Girl
Cold War Kids,Cabaret
The Correspondents,Rent a Clown
Iskaa and The Red Cars,Deja Vu
Waldeck,Cat People Dub
Action Bronson,1 Train
Aphex Twin,Wabby Legs
Lil Wayne,Lifted
Dälek,Subversive Script
Aphex Twin,Wabby Legs
Gentleman's Vibe,Roses
Aphex Twin,Hangable Auto Bulb
Polygon Window,UT1
The Correspondents,Rogue
In-Grid,Dans Ma Memoire
Kid Cudi,Come Around
The Correspondents,There She Goes Again
Mount Eerie,Something
Childish Gambino,So Much Better
Gentleman's Vibe,All Me
The Correspondents,Course Of Last Night
In-Grid,karma fields
Dälek,Antichristo
Polygon Window,Quino
Action Bronson,Camp Registration
XXYYXX,The Cold
Aphex Twin,Laughable Butane Bob
Aphex Twin,Children Talking
Hendersin,Life Happens
The Libertines,Hooray For The 21st Century
Dälek,Speak Bolumes
Caustic Window,Pigeon Street
Frank Sinatra,Walk Away
Witty,Dinner For Two
Frank Sinatra,I Left My Heart In S
Aphex Twin,Custodian Discount
Childish Gambino,Get It
Childish Gambino,The Rocker
Childish Gambino,Tru Dudes
Childish Gambino,Grind
Caustic Window,AFX 114
Mount Eerie,Emptyness
Microphones,Mt. Eerie
Hans Zimmer,Will and Elizabeth
Wiz Khalifa,Where Have You Been
Gentleman's Vibe,Living Room
Mount Eerie,Something
Aphex Twin,Children Talking
Watsky,Ask Me Anything
Aphex Twin,Arched Maid Via RDJ
Aphex Twin,Every Day
Mount Eerie,Something
Gentleman's Vibe,Ms. Melody
Cold War Kids,Fast As You Can
Aphex Twin,Arched Maid Via RDJ
Diggy Simmons,Big Bad World
Big Sean,Bonus
Havoc,That's How You Feel?
The Fratellis,New York New York 
Kid Cudi,Come Around
Aphex Twin,Hangable Auto Bulb
Mount Eerie,Synthesizer
Schoolboy Q,Christopher Droner
The Libertines,The Libertines Do The Coral
Slim The Mobster,The Last Time
Chiddy Bang,Danger Zone
Gentleman's Vibe,Lounge
Aphex Twin,Words
Devin The Dude,She Use To Be
The Libertines,Through The Looking Glass
Hans Zimmer,One Last Shot
The Correspondents,Two Tone Intro
In-Grid,Pour Toujours
Watsky,Women Women Women
Aphex Twin,Words
Aphex Twin,Words
Childish Gambino,Almost There
Hendersin,Stand By Me
Lil Wayne,We Gone Get Paid
Diggy Simmons,Great Expectations
Kid Cudi,Buggin Out
Watsky,They're Not Ready
Hans Zimmer,Moonlight Serenade
Diggy Simmons,Oh Yeah!
The Correspondents,I Wanna Be Like You
The Correspondents,Huh?
Havoc,Believer
Lil Wayne,Try Me
Bow Wow,Lets Get Closer
Collins,Soul
Aphex Twin,Laughable Butane Bob
Action Bronson,Ickyy Woods
DeeJay Element,Sound Familiar
Freebidou,Amicalement Votre
Chris White,A New Day
Chris White,A New Day
In-Grid,i was happy
Short Dawg,Money In My Pocket
Kid Cudi,Call Me Moon Man
Kid Cudi,Interlude
The Fratellis,The Pimp
Kid Cudi,Interlude
Smoke Dza,He Has Risen
Kid Cudi,Wasting My Minutes
Phil Joel,Drainpipe
Phil Joel,Drown
Kid Cudi,Slept In Weeks
Kid Cudi,Wasting My Minutes
Kid Cudi,Trippy
Ash Roth,Not Meant 2 Be
Nipsey Hussle,Killin Em Cuzzy
Kid Cudi,Wasting My Minutes
Smoke Dza,The Wonderful World of The Kushedgod
Kid Cudi,Call Me Moon Man
Eminem,rhymin with proof
Smoke Dza,Quiet
Action Bronson,Elimination Chamber
Phil Joel,Desperate
Smoke Dza,We Out
The Script,Howl at The Moon
Kid Cudi,Call Me Moon Man
Kid Cudi,I Be High
Kid Cudi,Interlude
The Fratellis,Pretty Like a Girl
Big K.R.I.T.,Check The Sign
Kid Cudi,Cuditastic
Flux Pavilion,Normalize
Chucky Slick,Survival of The Fittest
Alex Jordahl,Run
Alex Jordahl,Lost In The Woods
Mac Miller,Tequila
YONAS,Believe
YONAS,Take Me To Church
Mac Miller,Boo!
Gentleman's Vibe,Tilted
Gentleman's Vibe,Coachella Girl
Gentleman's Vibe,Love Leather Liquor
Gentleman's Vibe,Cuffing Season
Gentleman's Vibe,All I Remember
Gentleman's Vibe,What a Night
Mike G,November
Mike G,Sizzurp
Emilio Paredes,Adjust My Attitude_1430857428709
Emilio Paredes,I Need
Emilio Paredes,Close/Far
Emilio Paredes,Never Knew
Kid Cudi,I Wanna Love You Girl
Pretty Lights,Finally Moving Remix
Lupe Fiasco,American Terrorist Pt 2
Gentleman's Vibe,Before Anyone Else
Emilio Paredes,Right Now
Alabama Shakes,A Long Way to Heaven
Alabama Shakes,Hurricane Strut
Alabama Shakes,Heat Lightning
Alabama Shakes,How Many More Times
Devin The Dude,Boom Interlude
Bob Marley,DWGZ
Bow Wow,Voicemail
IAYD,Mouko
IAYD,Get Death
Cold War Kids,The Wedding
IAYD,Mad Bummer
IAYD,City Of Mediocrity
IAYD,Dolores
IAYD,No Closure
Cold War Kids,Don't Let Your Love Grow Away
IAYD,Blood Money
IAYD,Bury The Ratchet
Cold War Kids,Heavy Boots
IAYD,Kurai Heya
Cold War Kids,The Soloist In The Living Room
IAYD,Death Online
IAYD,Intro AF
IAYD,Too Turnt
IAYD,Doom This Groove
Cold War Kids,Sermons VS The Gospel
IAYD,A.M.T.W.L.
Action Bronson,Medusa
Devin The Dude,Money Makes The World Go Round
Limp Bizkit,Middle Finger
Mr. Lif,Freestyle Session
XXYYXX,Overdone
Mr. Lif,Cro-Magnon
Mr. Lif,Avengers
Morrowind,La Voix
Kid Cudi,Can't Stop Me
Childish Gambino,Easy
Moosh and Twist,Don't Think About It
Emilio Paredes,Play
Wiz Khalifa,Ya Mean
Eminem,Backstabber
Pink Floyd,Come In Number 51 Your Time Is Up
Pink Floyd,Heart Beat Pig Meat
Eminem,Open mic
Kid Cudi,Intro
Eminem,Searchin
Eminem,313
Lil Wayne,Never Get It
Pink Floyd,Country Song
Lindsey Stirling,Dubstep Violin
P0gman and Getter,Smokin VIP
Tyler Clark,Somewhere I Belong by Linkin Park
De-Phazz,You Stayed
Nightwish,Walking In The Air
Benny Goodman,High Fa-Lutin'
Slowdance,Boyfriend
Benny Goodman,Give Me Those Good Old Days
Anton Rubinstein,Melodies For Piano Op 3 No 1 Melody In F
Mt Eden,Still Alive
Ana Silvera,The Harbour Song
Watsky,D.A.N.C.E.
Benny Goodman,Happy Blues
Benny Goodman,I'm In a Cryin' Mood
Wolfgang Amadeus Mozart,Minuet from Divertimento in D major KV 205
Drake,It's Been a Pleasure
Lil Wayne,Wife Beater
Ludwig van Beethoven,Allegro Ma Non Tanto Poco
Fanz Liszt,Liebestraum No 3 Nocturne In a F Lat Major Op 62 Olieb Solang Du Lieben Kannst
Chiddy Bang,Dream Chasin'
Ludwig van Beethoven,Allegro Energico Sempre Ben
Adventure Club,Retro City
Kid Cudi,I Like That
Ludwig van Beethoven,Poco Allegro Stringendo Il
Celine Dion,I Meet An Angel
Ludwig van Beethoven,Presto Recitativo Allegr
Ludwig van Beethoven,Andante Maestoso Adagio Ma
Lil Wayne,Down N Da Studio
Mac Miller,Lúa
Cypress Hill,Case Closed
Ludwig van Beethoven,II: 2
Benny Goodman,You Took Advantage Of Me
Hotel Mexico,Wolves Running Through The Desert
Three 6 Mafia,It's a Fight
Chiddy Bang,Pro's Freestyle 1.0
Lil Wayne,Cascades
Benny Goodman,The Record Ban Blues
New Beard,My People Are Around
Macklemore,Inhale Deep
The Libertines,Hooligans On E
Watsky,Man Of Constant Sorrow
Gentleman's Vibe,Places
Dinamedion,Military Modern
La Rotta,Anónimo Italiano
Lil Wayne,Real Life
Havoc,Fly with Me
Benny Goodman,Baby Have You Got a Little Love To Spare
GroBot,Punch
Kid Cudi,Sky High
Dinamedion,Romantic
Miles Davis,Studio Chatter
Gentleman's Vibe,Bloodlines
The Early November,Dream Is Over
Dinamedion,Epic
Camille Rose,Sisters!
Mac Miller,Glow
Lil Wayne,Now You're Gone Remix
Luke Christopher,Energy
Chucky Slick,It Don't Matter
Lil Wayne,Veterans Day
Wiz Khalifa,Hey Girl
Hendersin,Light It Up
The Fratellis,Red Headed Woman
CrazyCookie,Party Rock Anthem
Luke Christopher,I Think I Love Her
Young Jeezy,Hustle Hard
Lisa Hunter,Faith
Frank Sinatra,Stargazer
Domo Genesis and Alchemist,Me and My Bitch
Lil Wayne,Miami Vice
Kid Cudi,Sky High
Matt Redman,I'll Always Love You
Roman Sillipp,Messengers of Peace
Macklemore,Remember High School
Bow Wow,I'm Goin Outta My Mind
Macklemore,Penis Song
Garry Schyman,Main Theme
Lil Wayne,That's What We Do
Coldplay,X&Y
Macklemore,As Soon As I Wake Up
Grizzly Bear,Ready Able
Gentleman's Vibe,Brotherhood
Lil Wayne,I'm Raw
Foo Fighters,I Feel Free
Benny Goodman,Gonna Get a Girl
B.o.B,Fallin'
Eminem,It's okay
Domo Genesis and Alchemist,Fuck Everybody Else
B.o.B,Make It Rain
Moira Anderson,The Holy City
Joey Bada$$,Overseas
The Fratellis,Seeker
The Jet Age Of Tomorrow,Love In Water
Watsky,Mrs. Robinson
The Fratellis,Hotel Yorba
Packy,Ready For It
Wiz Khalifa,Told Y'all
Witty,Common Sense
Grizzly Bear,I Live With You
Kid Cudi,Save My Soul
La Manfredina,Anónimo Italiano
Lil Wayne,Roger Dat
Domo Genesis and Alchemist,All Alone
Wiz Khalifa,Bottoms Up
Alex Jordahl,Lost Souls
Wiz Khalifa,Grammy Family Freestyle
UKF,August
Wu-Tang Clan,Latunza Hit
Bassnectar,Lucy in The Sky With Diamonds
Eminem,Hit Me With Your Best Shot
The Libertines,Anything But Love
